_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
495,Education,Education,Ottawa,Earl of March Public Secondary School,Complete,Sep-15,Expansion of existing school,New classroom addition of 552 pupil places for a growing school,Ottawa,East,FRNT-4 PARKWAY (THE),K2K 1Y4,,14797075,,Yes,,Yes,,45.32286,-75.89463
496,Education,Education,Ottawa,Longfields-Davidson Heights Public Secondary School,Complete,Sep-15,Expansion of existing school,New classroom addition of 704 pupil places for a growing school,Ottawa,East,149 BERRIGAN DR,K2J 5C6,,14313785,,Yes,,Yes,,45.27908,-75.74105
497,Education,Education,Ottawa,Mutchmor Public Elementary School,Complete,Sep-15,Expansion of existing school,New classroom addition of 242 pupil places for a growing school,Ottawa,East,185 FIFTH AVE,K1S 2N1,,7750000,,Yes,,Yes,,45.4008,-75.69064
498,Education,Education,Ottawa,South March Public Elementary School,Complete,Sep-15,Expansion of existing school,New classroom addition of 285 pupil places for a growing school,Ottawa,East,1032 KLONDIKE RD,K2K 0H9,,4658437,,Yes,,,,45.35731,-75.92801
499,Education,Education,Ottawa,Broadview Avenue Public Elementary School,Complete,Sep-16,Demolition,Full/Partial demolition of the existing facility,Ottawa,East,590 BROADVIEW AVE,K2A 2L8,,2607505,,Yes,,,,45.382916,-75.758249
500,Education,Education,Ottawa,Algincourt Road Public Elementary School,Complete,Mar-19,Expansion of existing school,New classroom addition of 230 pupil places to accommodate students as a result of a consolidation,Ottawa,East,1250 AGINCOURT RD,K2C 2J2,,5072957,,Yes,,Yes,,45.36051,-75.75196
501,Education,Education,Ottawa,Bell Public Secondary School,Complete,Jan-19,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Ottawa,East,40 CASSIDY RD,K2H 6K1,,8984878,,Yes,,Yes,,45.32647,-75.80886
502,Education,Education,Ottawa,Briargreen Public Elementary School,Complete,Sep-18,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Ottawa,East,19 PARKFIELD CRES,K2G 0R9,,800000,,Yes,,,,45.33755,-75.77712
503,Education,Education,Ottawa,Gloucester Public Secondary School,Complete,Sep-18,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Ottawa,East,2060 OGILVIE RD,K1J 7N8,,2700000,,Yes,,,,45.43868,-75.5993
504,Education,Education,Ottawa,Merivale Public Secondary School,Complete,Mar-19,Expansion of existing school,Expansion to accommodate school population,Ottawa,East,1755 MERIVALE RD,K2G 1E2,,6044878,,Yes,,Yes,,45.34309,-75.72791
505,Education,Education,Ottawa,Pinecrest Public Elementary School,Complete,Sep-18,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Ottawa,East,1281 MCWATTERS RD,K2C 3E7,,500000,,Yes,,,,45.34393,-75.78501
506,Education,Education,Ottawa,Sir Robert Borden Public Secondary School,Complete,Mar-19,Expansion of existing school,Expansion to accommodate school population,Ottawa,East,131 GREENBANK RD,K2H 8R1,,4299878,,Yes,,Yes,,45.3335946,-75.7816492
507,Education,Education,Ottawa,Woodroffe Public Elementary School,Complete,Sep-18,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Ottawa,East,235 WOODROFFE AVE,K2A 3V3,,850000,,Yes,,,,45.37425,-75.77242
508,Education,Education,Ottawa,St. Dominic Catholic Elementary School,Complete,Sep-15,New school built,New facility to accommodate 507 students in a growing community,Ottawa,East,2300 ESPRIT DR,K4A 0T5,,9908482,,Yes,,,,45.450933,-75.469635
509,Education,Education,Ottawa,École secondaire publique Louis-Riel,Complete,Sep-15,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,1655 BEARBROOK RD,K1B 4N3,,94797,,,,Yes,,45.4411,-75.5716
510,Education,Education,Ottawa,École élémentaire publique Marie-Curie,Complete,Sep-15,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,837 QUINLAN RD,K1G 1R8,,5480701,,,,Yes,,45.39871,-75.63041
511,Education,Education,Ottawa,École élémentaire et secondaire publique Maurice-Lapointe,Complete,Sep-15,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,17 BRIDGESTONE DR,K2M 0E9,,881604,,Yes,,Yes,,45.27875,-75.85871
512,Education,Education,Ottawa,École élémentaire catholique des Pins,Complete,Sep-15,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,1487 RIDGEBROOK DR,K1B 4K6,,1269116,,Yes,,Yes,,45.421671,-75.604809
513,Education,Education,Ottawa,École élémentaire catholique Édouard-Bond,Complete,Sep-15,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,920 PARKHAVEN AVE,K2B 5K3,,907090,,Yes,,Yes,,45.36326,-75.77674
514,Education,Education,Ottawa,École secondaire catholique Franco-Cité,Complete,Sep-15,Expansion of existing school,New classroom addition of 210 pupil places for a growing school,Ottawa,East,623 SMYTH RD,K1G 1N7,,9480820,,Yes,,Yes,,45.40036,-75.64163
515,Education,Education,Ottawa,École élémentaire catholique Lamoureux,Complete,Sep-15,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,2540 KALADAR AVE,K1V 8C5,,1150828,,Yes,,Yes,,45.373677,-75.671442
516,Education,Education,Ottawa,École élémentaire catholique Laurier-Carrière,Complete,Sep-15,Expansion of existing school,New classroom addition of 138 pupil places for a growing school,Ottawa,East,14 FOUR SEASONS DR,K2E 7P8,,2500575,,Yes,,Yes,,45.35244,-75.71247
517,Education,Education,Ottawa,École élémentaire catholique Montfort,Complete,Sep-15,Expansion of existing school,New classroom addition of 46 pupil places for a growing school,Ottawa,East,350 DEN HAAG DR,K1K 0W9,,660959,,Yes,,Yes,,45.440525,-75.630477
518,Education,Education,Ottawa,École secondaire catholique Paul-Desmarais,Complete,Sep-15,New school built,New facility to accommodate 739 students in a growing community,Ottawa,East,5315 ABBOTT ST E,K2S 0X3,,33748910,,Yes,,Yes,,45.274734,-75.896935
519,Education,Education,Ottawa,École élémentaire catholique Reine-des-Bois,Complete,Sep-15,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,1450 DUFORD DR,K1E 1E6,,522454,,Yes,,Yes,,45.47197,-75.50958
520,Education,Education,Ottawa,École élémentaire catholique Roger-Saint-Denis,Complete,Sep-15,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,186 BARROW CRES,K2L 2C7,,190453,,Yes,,Yes,,45.31128,-75.88231
521,Education,Education,Ottawa,École élémentaire catholique Sainte-Anne,Complete,Sep-15,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,235 BEAUSOLEIL DR,K1N 0C1,,7330882,,Yes,,Yes,,45.43258,-75.68202
522,Education,Education,Ottawa,École élémentaire catholique Sainte-Kateri,Complete,Sep-15,New school built,New facility to accommodate 400 students in a growing community,Ottawa,East,2450 RIVER MIST RD,K2J 5W5,,10716916,,Yes,,Yes,,45.245435,-75.736154
523,Education,Education,Ottawa,École élémentaire catholique Saint-Guillaume,Complete,Sep-15,Expansion of existing school,New classroom addition of 32 pupil places for a growing school,Ottawa,East,5750 BUCKLAND RD SS 901,K0A 3H0,,844794,,Yes,,Yes,,45.35568,-75.3537
524,Education,Education,Ottawa,École élémentaire catholique Saint-Joseph-d'Orléans,Complete,Sep-15,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,6664 CARRIÈRE ST,K1C 1J4,,354277,,Yes,,Yes,,45.46574,-75.52141
525,Education,Education,Ottawa,Stittsville Public Secondary School,Under construction,Sep-23,Construction of new school,New facility to accommodate 1353 students in a growing community,Ottawa,East,700 COPE DR,K2S 2P8,,48049507,,Yes,,Yes,,45.267703,-75.890482
526,Education,Education,Ottawa,Elmdale Public Elementary School,Complete,Jan-20,Expansion of existing school,New classroom addition of 170 pupil places for a growing school,Ottawa,East,49 IONA ST,K1Y 3L9,,4726116,,Yes,,,,45.39424,-75.73596
527,Education,Education,Ottawa,St. Joseph Catholic Secondary School,Complete,Apr-21,Expansion of existing school,New classroom addition of 650 pupil places for a growing school,Ottawa,East,3333 GREENBANK RD,K2J 4J1,,17618135,,Yes,,,,45.26251436,-75.74061621
528,Education,Education,Ottawa,École élémentaire catholique Jonathan-Pitre,Complete,Sep-20,New school built,"New facility to accommodate 412 students in a growing community, including the construction of 49 child care spaces",Ottawa,East,925 RALPH HENNESSY AVE,K1X 0C3,,14213534,,Yes,,Yes,,45.27156,-75.67989
529,Education,Education,Ottawa,Fernbank Public Elementary School,Under construction,Sep-23,Construction of new school,"New facility to accommodate 628 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,480 COPE DR,K2S 1B6,,22166509,,Yes,,Yes,,45.27251598,-75.88071174
530,Education,Education,Ottawa,Half Moon Bay 2 Public Elementary School,Planning,Sep-23,Construction of new school,"New facility to accommodate 674 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,2535 RIVER MIST RD,K2J 6E6,,15779410,,Yes,,,,45.239478,-75.734469
531,Education,Education,Ottawa,St. James Catholic Elementary School,Under construction,2022,Expansion of existing school,New classroom addition of 138 pupil places for a growing school,Ottawa,East,50 STONEHAVEN DR,K2M 2K6,,5303432,,Yes,,Yes,,45.29147632,-75.86097684
532,Education,Education,Ottawa,école élémentaire publique Kanata Sud,Planning,Sep-23,Construction of new school,"New facility to accommodate 475 students in a growing community, including the construction of 49 child care spaces",Ottawa,East,5609 FERNBANK RD,K2S 1B6,,12463546,,Yes,,,,45.27334978,-75.87116519
533,Education,Education,Ottawa,Riverside South Public Secondary School,Planning,Sep-24,Construction of new school,"New facility to accommodate 1516 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,702 EARL ARMSTRONG RD,K1H 1H7,,42319111,,Yes,,,,45.27146119,-75.68675433
534,Education,Education,Ottawa,Fernbank Catholic Elementary School,Planning,Sep-23,Construction of new school,"New facility to accommodate 507 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,5505 FERNBANK RD,K2S 1B6,,12474882,,Yes,,,,45.283372,-75.911992
535,Education,Education,Ottawa,Barrhaven South Catholic Elementary School,Planning,Sep-23,Construction of new school,"New facility to accommodate 507 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,3387 BORRISOKANE RD,K2J 6K5,,12474882,,Yes,,,,45.25865872,-75.76745556
536,Education,Education,Ottawa,École élémentaire publique Barrhaven Sud,Planning,Sep-23,Construction of new school,"New facility to accommodate 475 students in a growing community, including the construction of 49 child care spaces",Ottawa,East,KILBIRNIE DR / ALEX POLOWIN AVE,,,12463546,,Yes,,,,45.239663,-75.736286
537,Education,Education,Ottawa,école élémentaire publique Mamawi,Complete,May-21,Renovation of existing school,New facility to accommodate 256 students in a growing community,Ottawa,East,20 HARRISON ST,K2H 7H5,,1455353,,Yes,,,,45.33681,-75.78806
538,Education,Education,Ottawa,École élémentaire catholique Au Cœur d'Ottawa,Under construction,Sep-23,Renovation of existing school,Renovation to accommodate 351 underserved French-language students and accommodate 39 child care spaces,Ottawa,East,205 SCHOLASTIC DR,K1S 5H3,,5750869,,Yes,,,,45.409458,-75.673915
539,Education,Education,Ottawa,École élémentaire catholique Avalon III,Planning,Sep-23,Construction of new school,"New facility to accommodate 412 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,WALL RD,TBD,,10550799,,Yes,,,,,
540,Education,Education,Ottawa,Findlay Creek Catholic Elementary School,Planning,2022,Construction of new school,"New facility to accommodate 507 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,KELLY FARM DR / FINDLAY CREEK DR,,,13223372,,Yes,,,,45.31780086,-75.60373936
541,Education,Education,Ottawa,école élémentaire publique Orléans Sud,Planning,Sep-24,Construction of new school,"New facility to accommodate 354 underserved French-language students, including the construction of 49 child care spaces",Ottawa,East,MER BLEUE RD / JÉRÔME JODOIN DR,TBD,,10701982,,Yes,,,,,
542,Education,Education,Ottawa,école secondaire catholique Paul-Desmarais,Planning,2022,Expansion of existing school,New classroom addition of 389 pupil places for a growing school,Ottawa,East,5315 ABBOTT ST E,K2S 0X3,,11977182,,Yes,,,,45.274734,-75.89693518
543,Education,Education,Ottawa,Findlay Creek 2 Public Elementary School,Planning,Sep-26,Construction of new school,"New facility to accommodate 674 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,TBD,K1X 0E7,,19235117,,Yes,,,,,
544,Education,Education,Ottawa,Riverside South Catholic Elementary School,Planning,Sep-26,Construction of new school,"New facility to accommodate 507 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,TBD,K1V 0Z6,,15206878,,Yes,,,,,
545,Education,Education,Ottawa,école élémentaire publique Louise-Arbour,Planning,Sep-27,Construction of new school,"New facility to accommodate 449 students in a growing community, including the construction of 49 child care spaces",Ottawa,East,TBD,K1R 6R9,,14483663,,Yes,,,,,
546,Education,Education,Ottawa,école secondaire catholique Mer Bleue,Planning,Sep-25,Expansion of existing school,New classroom addition of 343 pupil places for a growing school,Ottawa,East,6401 RENAUD RD,K1W 0H8,,12144986,,Yes,,,,45.43591,-75.50284
547,Education,Education,Owen Sound,East Ridge Community Public Elementary School,Complete,Sep-17,Renovation of existing school,"Renovation to address accommodation needs as a result of a consolidation, including 60 child care spaces and 2 child and family rooms",Grey,Southwest,1550 8TH ST E,N4K 0A2,,5062613,,Yes,,,,44.56713,-80.91613
